高い	高[たか]い	A: 背が[]ですね。<br>B: 父も高いです。	高い	expensive/high	[2]
悪い	悪[わる]い	A: 気分が[]です。<br>B: 大丈夫ですか。	悪い	bad	[1]
気持ち	気持[きもち]ち	A: []がいい朝ですね。<br>B: 散歩しましょう。	気持ち	feeling	[2]
見える	見[み]える	A: 富士山が[]ます。<br>B: きれいですね。	見え	can see/seems	[2]
変わる	変[か]わる	A: 信号が[]りました。<br>B: 渡りましょう。	変わり	change	[2]
会社	会社[かいしゃ]	A: []へ行きます。<br>B: いってらっしゃい。	会社	company	[2]
ほとんど	ほとんど	A: 宿題は終わりましたか。<br>B: []終わりました。	ほとんど	almost/hardly	[2]
実際	実際[じっさい]	A: 難しそうですね。<br>B: []は簡単ですよ。	実際	actually/in fact	[2]
先生	先生[せんせい]	A: []、質問があります。<br>B: はい、何ですか。	先生	teacher	[2]
彼女	彼女[かのじょ]	A: []は親切です。<br>B: 素敵な人ですね。	彼女	girlfriend	[2]
二人	二人[ふたり]	A: []で食事しました。<br>B: 仲がいいですね。	二人	two people	[2]
心	心[こころ]	A: []が痛みます。<br>B: 悩みがありますか。	心	heart/mind	[1]
あの	あの	A: []人は誰？<br>B: 隣の人です。	あの	that	[0]
金	金[かね]	A: お[]が足りません。<br>B: 貸しましょうか。	お金	money	[1]
町	町[まち]	A: 静かな[]ですね。<br>B: 住みやすいです。	町	town/city	[1]
および	および	A: 住所[]氏名を書いてください。<br>B: はい。	および	and/as well as	[2]
たくさん	たくさん	A: 人が[]いますね。<br>B: 祭りですから。	たくさん	many/much	[2]
大体	大体[だいたい]	A: []分かりましたか。<br>B: はい、理解しました。	大体	almost/roughly	[2]
もちろん	もちろん	A: 手伝ってくれますか。<br>B: []いいですよ。	もちろん	of course	[2]
人たち	人[ひと]たち	A: 若い[]が集まっています。<br>B: 何があるんでしょう。	人たち	people	[2]
今日	今日[きょう]	A: []はいい天気です。<br>B: ピクニックに行きたいですね。	今日	today	[2]
昔	昔[むかし]	A: []、ここは海でした。<br>B: 信じられません。	昔	long ago/past	[2]
うん	うん	A: 分かった？<br>B: []、分かった。	うん	yes/yeah	[1]
すべて	すべて	A: []うまくいきました。<br>B: よかったですね。	すべて	everything/all	[2]
子	子[こ]	A: 元気な[]ですね。<br>B: ありがとうございます。	子	child	[1]
次	次[つぎ]	A: []の番ですよ。<br>B: はい。	次	next	[2]
結構	結構[けっこう]	A: []難しいですね。<br>B: そうですね。	結構	quite/fairly	[2]
例えば	例[たと]えば	A: 好きなスポーツは？<br>B: []サッカーです。	例えば	for example	[2]
頭	頭[あたま]	A: []がいいですね。<br>B: いえいえ。	頭	head	[1]
電話	電話[でんわ]	A: []がかかってきました。<br>B: 誰からですか。	電話	telephone/call	[2]
本	本[ほん]	A: 面白い[]を読みました。<br>B: 私にも貸してください。	本	book	[1]
どの	adn. which	A: []靴が好きですか。<br>B: 赤いのです。	どの	which	[1]
わ	p. disc. EXCLAMATION	A: きれいだ[]。<br>B: 本当ね。	わ	exclamation particle	[1]
別	別[べつ]	A: []の袋に入れてください。<br>B: かしこまりました。	別	separate/different	[1]
者	者[もの]	A: 担当の[]を呼びます。<br>B: お願いします。	者	person/people	[1]
タイトル	タイトル	A: 映画の[]は何ですか。<br>B: 忘れました。	タイトル	title	[2]
親	親[おや]	A: []に感謝しています。<br>B: 偉いですね。	親	parent	[1]
名前	名前[なまえ]	A: お[]は何ですか。<br>B: 田中です。	名前	name	[2]
全部	全部[ぜんぶ]	A: []食べましたか。<br>B: お腹が空いていたので。	全部	all/whole	[2]
皆さん	皆[みな]さん	A: []、こんにちは。<br>B: こんにちは。	皆さん	everybody/everyone	[3]
きれい	きれい	A: 部屋が[]になりました。<br>B: 掃除したんですね。	きれい	beautiful/clean	[2]
毎日	毎日[まいにち]	A: []走っています。<br>B: 健康にいいですね。	毎日	every day	[2]
おいしい	おいしい	A: この料理は[]ですね。<br>B: 評判の店ですから。	おいしい	delicious/tasty	[3]
または	または	A: 電話[]メールで連絡します。<br>B: 待っています。	または	or	[2]
家族	家族[かぞく]	A: ご[]はお元気ですか。<br>B: はい、元気です。	家族	family	[2]
部分	部分[ぶぶん]	A: この[]が分かりません。<br>B: 説明しましょう。	部分	part/section	[2]
一度	一度[いちど]	A: []行ってみたいです。<br>B: 良いところですよ。	一度	once	[2]
結果	結果[けっか]	A: 試合の[]はどうでしたか。<br>B: 勝ちました。	結果	result	[2]
じゃ	conj. well	A: []、また明日。<br>B: さようなら。	じゃ	well/so (casual)	[1]
状況	状況[じょうきょう]	A: []が変わりました。<br>B: どうなりましたか。	状況	situation/state	[3]
時代	時代[じだい]	A: 新しい[]が来ました。<br>B: ワクワクしますね。	時代	era/time	[2]
少ない	少[すく]ない	A: 欠席者が[]ですね。<br>B: 皆元気です。	少ない	few/small amount	[2]
うまい	うまい	A: 歌が[]ですね。<br>B: 練習しましたから。	うまい	delicious/good	[2]
東京	東京[とうきょう]	A: []へ行きます。<br>B: お土産をお願いします。	東京	Tokyo	[2]
続く	続[つづ]く	A: この道はどこまで[]きますか。<br>B: 海までです。	続く	continue/last	[1]
俺	俺[おれ]	A: []に任せろ。<br>B: 頼もしいですね。	俺	I (male/rough)	[1]
生まれる	生[う]まれる	A: 赤ちゃんが[]ました。<br>B: おめでとうございます。	生まれる	be born	[2]
父	父[ちち]	A: []は会社員です。<br>B: 真面目な方ですね。	父	father	[1]
確か	確[たしか]	A: あの人は[]林さんです。<br>B: そうかもしれません。	確か	sure/certain	[2]
それぞれ	それぞれ	A: []意見があります。<br>B: 話し合いましょう。	それぞれ	each	[2]
方法	方法[ほうほう]	A: いい[]がありますか。<br>B: 考え中です。	方法	way/method	[2]
はず	はず	A: 彼は来る[]です。<br>B: 遅いですね。	はず	supposed to/ought to	[1]
説明	説明[せつめい]	A: 詳しい[]を聞きたいです。<br>B: 資料をご覧ください。	説明	explanation	[2]
ちょうど	ちょうど	A: []いい時間です。<br>B: 出かけましょう。	ちょうど	just/exactly	[1]
当然	当然[とうぜん]	A: 勝つのは[]です。<br>B: 自信がありますね。	当然	naturally/of course	[2]
大学	大学[だいがく]	A: どこの[]ですか。<br>B: 東京大学です。	大学	university/college	[2]
ですから	ですから	A: 雨です。[]中止です。<br>B: 残念です。	ですから	so/therefore	[2]
実	実[じつ]	A: []は話があります。<br>B: 何ですか。	実	truth/true	[1]
朝	朝[あさ]	A: []は早起きです。<br>B: 健康的ですね。	朝	morning	[1]
どんどん	どんどん	A: []食べてください。<br>B: いただきます。	どんどん	rapidly/fast	[2]
得る	得[え]る	A: 知識を[]ました。<br>B: 勉強になりましたね。	得る	get/obtain	[1]
とにかく	とにかく	A: []やってみましょう。<br>B: 失敗してもいいですね。	とにかく	anyway/regardless	[2]
選ぶ	選[えら]ぶ	A: 好きなのを[]んでください。<br>B: 迷いますね。	選ぶ	choose/select	[1]
戻る	戻[もど]る	A: 席に[]ります。<br>B: 会議が始まりますよ。	戻る	return/go back	[2]
勉強	勉強[べんきょう]	A: 日本語の[]は楽しいですか。<br>B: はい、面白いです。	勉強	study	[2]
まわり	まわり	A: 駅の[]に店があります。<br>B: 便利ですね。	まわり	circumference	[2]
犬	犬[いぬ]	A: 公園で[]を見ました。<br>B: 散歩中でしたか。	犬	dog	[1]
必ず	必ず	A: []約束を守ります。<br>B: 信じています。	必ず	always/certainly	[2]
残す	残[のこ]す	A: ご飯を[]しましたね。<br>B: お腹がいっぱいで。	残す	leave	[1]
大事	大事[だいじ]	A: これは[]な書類です。<br>B: 金庫に入れましょう。	大事	important/serious	[2]
嬉しい	嬉[うれ]しい	A: 合格して[]です。<br>B: おめでとう。	嬉しい	glad/happy	[2]
力	力[ちから]	A: 彼は[]が強いです。<br>B: 重い荷物を持てますね。	力	power/strength	[1]
理由	理由[りゆう]	A: 遅刻した[]は何ですか。<br>B: 電車が遅れました。	理由	reason	[2]
女	女[おんな]	A: その[]の人は誰ですか。<br>B: 店員さんです。	女	woman/female	[1]
今回	今回[こんかい]	A: []は残念でした。<br>B: 次、頑張ります。	今回	this time	[2]
人生	人生[じんせい]	A: 楽しい[]を送りたいです。<br>B: ポジティブですね。	人生	life	[2]
通り	通[とおり]	A: この[]は広いです。<br>B: 車が多いですね。	通り	street	[1]
内容	内容[ないよう]	A: 手紙の[]は秘密です。<br>B: 気になります。	内容	contents	[2]
テレビ	テレビ	A: []を見ますか。<br>B: ニュースを見ます。	テレビ	television/TV	[2]
経験	経験[けいけん]	A: 良い[]になりました。<br>B: 成長しましたね。	経験	experience	[2]
木	木[き]	A: 大きな[]ですね。<br>B: 桜の木です。	木	tree/wood	[1]
自然	自然[しぜん]	A: ここは[]が豊かです。<br>B: 空気が美味しいですね。	自然	nature	[2]
音	音[おと]	A: 変な[]がしました。<br>B: 何か落ちたのかな。	音	sound/noise	[1]
一応	一応[いちおう]	A: []連絡しました。<br>B: ありがとうございます。	一応	at first glance	[2]
与える	与[あた]える	A: 犬に餌を[]ました。<br>B: 食べましたか。	与える	give	[2]
利用	利用[りよう]	A: 図書館を[]します。<br>B: 本を借りますか。	利用	use/utilization	[2]
一杯	一杯[いっぱい]	A: コーヒーを[]ください。<br>B: かしこまりました。	一杯	cup(ful)/full	[2]
つまり	つまり	A: 彼は来ない、[]欠席です。<br>B: 分かりました。	つまり	in short/that is	[2]
共	共[とも]	A: 苦楽を[]にする。<br>B: 良い仲間ですね。	共	with/together	[1]
存在	存在[そんざい]	A: 神の[]を信じますか。<br>B: 分かりません。	存在	existence	[2]
絶対	絶対[ぜったい]	A: []に嘘はいけません。<br>B: はい、気をつけます。	絶対	absolute/absolutely	[2]
日本人	日本人[にほんじん]	A: 彼は[]ですか。<br>B: はい、そうです。	日本人	Japanese (person)	[2]
大切	大切[たいせつ]	A: 家族を[]にしています。<br>B: 良いお父さんですね。	大切	important	[2]
足	足[あし]	A: []が速いですね。<br>B: 陸上部でしたから。	足	foot/leg	[1]
走る	走[はし]る	A: 駅まで[]りましょう。<br>B: 急ぎましょう。	走る	run	[1]
写真	写真[しゃしん]	A: 旅行の[]を見せて。<br>B: いいですよ。	写真	picture/photo	[2]
子供たち	子供[こども]たち	A: []が遊んでいます。<br>B: 元気ですね。	子供たち	children	[3]
だんだん	だんだん	A: []寒くなってきました。<br>B: 冬ですね。	だんだん	gradually	[2]
二つ	二[ふた]つ	A: 理由が[]あります。<br>B: 聞かせてください。	二つ	two	[2]
楽しむ	楽[たの]しむ	A: 週末を[]んでください。<br>B: あなたもね。	楽しむ	enjoy	[2]
五	五[ご]	A: 部屋番号は[]号室です。<br>B: わかりました。	五	five	[1]
多く	多[おお]く	A: []の人が賛成しました。<br>B: 決定ですね。	多く	many/most	[2]
英語	英語[えいご]	A: []が話せますか。<br>B: 少しだけ。	英語	English language	[2]
口	口[くち]	A: []を開けてください。<br>B: あーん。	口	mouth	[1]
送る	送[おく]る	A: 荷物を[]りました。<br>B: いつ届きますか。	送る	send	[1]
姿	姿[すがた]	A: 後ろ[]が似ています。<br>B: 兄弟ですか。	姿	figure/shape	[2]
なくなる	なくなる	A: 牛乳が[]なりました。<br>B: 買ってきます。	なくなる	disappear/be gone	[2]
時期	時期[じき]	A: 忙しい[]ですね。<br>B: 頑張りましょう。	時期	time/period	[2]
逆	逆[ぎゃく]	A: 向きが[]ですよ。<br>B: 直します。	逆	contrary/opposite	[1]
頑張る	頑張[がんば]る	A: 明日の試合、[]ります。<br>B: 応援しています。	頑張る	do one's best	[2]
示す	示[しめ]す	A: 例を[]してください。<br>B: これを見てください。	示す	show	[1]
こそ	こそ	A: 今年[]合格します。<br>B: その意気です。	こそ	emphatic particle	[1]
人々	人々[ひとびと]	A: 多くの[]が参加しました。<br>B: 賑やかですね。	人々	people	[2]
道	道[みち]	A: この[]を行きましょう。<br>B: 近道ですか。	道	way/road	[1]
思い	思[おも]い	A: 私の[]を伝えました。<br>B: 相手はどうでしたか。	思い	thought/mind	[1]
しかも	しかも	A: 安くて、[]美味しいです。<br>B: 最高ですね。	しかも	moreover/besides	[2]
彼ら	彼[かれ]ら	A: []は学生です。<br>B: 若いですね。	彼ら	they	[2]
程度	程度[ていど]	A: どの[]の広さですか。<br>B: 結構広いです。	程度	degree/level	[2]
願う	願[ねが]う	A: 平和を[]っています。<br>B: 私もです。	願う	wish/pray	[1]
すでに	すでに	A: 席は[]満席でした。<br>B: 予約すればよかった。	すでに	already	[2]
昭和	昭和[しょうわ]	A: 生まれは[]です。<br>B: 私もです。	昭和	Showa era	[2]
向かう	向[む]かう	A: 今、会社に[]っています。<br>B: 気をつけて。	向かう	face/head towards	[1]
連れる	連[つ]れる	A: 犬を[]て散歩します。<br>B: 楽しそうですね。	連れる	take/accompany	[1]
変える	変[か]える	A: 髪型を[]ましたね。<br>B: 似合いますか。	変える	change	[2]
影響	影響[えいきょう]	A: 彼の[]を受けました。<br>B: 尊敬しているんですね。	影響	influence	[2]
病院	病院[びょういん]	A: []へお見舞いに行きます。<br>B: 誰が入院していますか。	病院	hospital/clinic	[2]
年	年[とし]	A: []を取りました。<br>B: まだまだ若いです。	年	year/age	[1]
花	花[はな]	A: きれいな[]ですね。<br>B: バラです。	花	flower	[1]
求める	求[もと]める	A: 助けを[]ています。<br>B: すぐに行きましょう。	求める	ask/demand	[2]
情報	情報[じょうほう]	A: 新しい[]が入りました。<br>B: 教えてください。	情報	information	[2]
もらう	もらう	A: 花を[]いました。<br>B: 誰からですか。	もらう	get/receive	[1]
友人	友人[ゆうじん]	A: 古い[]に会いました。<br>B: 懐かしいですね。	友人	friend	[2]
だめ	だめ	A: これは[]ですか。<br>B: はい、使えません。	だめ	useless/no good	[1]
経つ	経[た]つ	A: 時間が[]つのは早いですね。<br>B: 本当ですね。	経つ	pass/go by	[1]
先程	先程[さきほど]	A: []電話がありました。<br>B: 折り返します。	先程	a short while ago	[2]
一回	一回[いっかい]	A: もう[]やってみます。<br>B: 頑張って。	一回	once	[2]
十分	十分[じゅうぶん]	A: それで[]です。<br>B: よかったです。	十分	enough/sufficient	[2]
小さな	小[ちい]さな	A: []ミスがありました。<br>B: 気にしないで。	小さな	small/little	[2]
開く	開[ひら]く	A: 本を[]いてください。<br>B: 何ページですか。	開く	open/bloom	[1]
無人島	無人島[むじんとう]	A: []に行ってみたいです。<br>B: サバイバルですね。	無人島	uninhabited island	[3]
続ける	続[つづ]ける	A: 勉強を[]てください。<br>B: はい、頑張ります。	続ける	continue/keep up	[2]
重要	重要[じゅうよう]	A: これは[]な点です。<br>B: メモします。	重要	important	[2]
といった	といった	A: 寿司や天ぷら[]日本料理が好きです。<br>B: おいしいですよね。	といった	like/such as	[2]
当たる	当[あ]たる	A: 宝くじが[]りました。<br>B: すごいですね！	当たる	hit/guess right	[1]
近い	近[ちか]い	A: 駅は[]ですか。<br>B: すぐそこです。	近い	near/close	[1]
結婚	結婚[けっこん]	A: []おめでとう。<br>B: ありがとう。	結婚	marriage	[2]
認める	認[みと]める	A: 失敗を[]ます。<br>B: 素直ですね。	認める	recognize/admit	[2]
これら	これら	A: []は全て私の本です。<br>B: たくさんありますね。	これら	these	[2]
歴史	歴史[れきし]	A: 日本の[]に興味があります。<br>B: 勉強熱心ですね。	歴史	history	[2]
増える	増[ふ]える	A: 体重が[]えました。<br>B: 運動しましょう。	増える	increase/gain	[2]
音楽	音楽[おんがく]	A: どんな[]を聴きますか。<br>B: ジャズです。	音楽	music	[2]
外	外[そと]	A: []は寒いです。<br>B: コートを着ましょう。	外	outside	[1]
進む	進[すす]む	A: 前に[]みましょう。<br>B: そうですね。	進む	go forward/progress	[1]
嫌	嫌[きら]い	A: 納豆は[]ですか。<br>B: 苦手です。	嫌	unpleasant/hate	[2]
いや	いや	A: []、それは違います。<br>B: すみません。	いや	no	[1]
はい	はい	A: 分かりましたか。<br>B: []、分かりました。	はい	yes	[1]
映画	映画[えいが]	A: 今夜、[]を見に行こう。<br>B: いいね。	映画	movie	[2]
身	身[み]	A: []の安全を守る。<br>B: 大切なことです。	身	body/oneself	[1]
客	客[きゃく]	A: []が来ます。<br>B: 部屋を片付けなきゃ。	客	guest/customer	[1]
質問	質問[しつもん]	A: []があります。<br>B: どうぞ。	質問	question	[2]
含む	含[ふく]む	A: 税金を[]価格です。<br>B: 分かりました。	含む	contain/include	[1]
地域	地域[ちいき]	A: この[]は雪が多いです。<br>B: 大変ですね。	地域	region/area	[2]
我が	我[わ]が	A: []国は美しい。<br>B: 愛国心ですね。	我が	my/one's	[1]
どうしても	どうしても	A: []行きたいです。<br>B: 連れて行ってあげます。	どうしても	by any means	[3]
娘	娘[むすめ]	A: []が結婚します。<br>B: おめでとうございます。	娘	daughter	[1]
見せる	見[み]せる	A: チケットを[]てください。<br>B: はい、これです。	見せる	show	[1]
一日	一日[いちにち]	A: 楽しい[]でした。<br>B: また遊びましょう。	一日	a day/one day	[2]
平成	平成[へいせい]	A: []生まれですか。<br>B: はい、そうです。	平成	Heisei era	[2]
図	図[ず]	A: この[]を見てください。<br>B: 分かりやすいですね。	図	drawing/diagram	[1]
紹介	紹介[しょうかい]	A: 友達を[]します。<br>B: 初めまして。	紹介	introduction	[2]
合わせる	合[あ]わせる	A: 力を[]て頑張ろう。<br>B: オー！	合わせる	join/adjust	[2]
つらい	つらい	A: 練習は[]ですか。<br>B: でも楽しいです。	つらい	difficult/painful	[2]
規定	規定[きてい]	A: []を守ってください。<br>B: 了解しました。	規定	regulation	[2]
どちら	どちら	A: []にしますか。<br>B: これにします。	どちら	which/where	[2]
中心	中心[ちゅうしん]	A: 町の[]に行きます。<br>B: 賑やかですよ。	中心	center	[2]
起こる	起[お]こる	A: 何が[]ったのですか。<br>B: 事故です。	起こる	happen/occur	[2]
我々	我々[われわれ]	A: []の意見です。<br>B: 参考になります。	我々	we	[2]
母さん	母[かあ]さん	A: お[]は元気？<br>B: うん、元気だよ。	母さん	mother/mom	[2]
立てる	立[た]てる	A: 計画を[]ましょう。<br>B: 賛成です。	立てる	stand/set up	[1]
最も	最[もっと]も	A: []美しい花です。<br>B: 本当ですね。	最も	most/extremely	[2]
探す	探[さが]す	A: 何を[]していますか。<br>B: 眼鏡です。	探す	look for/search	[1]
ちゃんと	ちゃんと	A: []座ってください。<br>B: はい。	ちゃんと	properly/regularly	[2]
興味	興味[きょうみ]	A: 何に[]がありますか。<br>B: 宇宙です。	興味	interest	[2]
いただく	いただく	A: これを[]いてもいいですか。<br>B: どうぞ。	いただく	receive/eat (humble)	[2]
売る	売[う]る	A: 古い本を[]りました。<br>B: いくらになりましたか。	売る	sell	[1]
変化	変化[へんか]	A: 何か[]はありましたか。<br>B: 特にありません。	変化	change	[2]
印象	印象[いんしょう]	A: 第一[]はどうでしたか。<br>B: 優しそうな人でした。	印象	impression	[2]
作品	作品[さくひん]	A: 素晴らしい[]ですね。<br>B: 感動しました。	作品	work/production	[2]
でございます	でございます	A: こちらが受付[]。<br>B: ありがとう。	でございます	be (formal)	[3]
参加	参加[さんか]	A: パーティーに[]しますか。<br>B: はい、行きます。	参加	participation	[2]
理解	理解[りかい]	A: []できましたか。<br>B: 難しいです。	理解	understanding	[2]
事件	事件[じけん]	A: 大変な[]でした。<br>B: 解決してよかったです。	事件	incident/event	[2]
中国	中国[ちゅうごく]	A: []料理が好きです。<br>B: 私もです。	中国	China	[2]
ずつ	ずつ	A: 一つ[]配ってください。<br>B: はい。	ずつ	each/by	[1]
母親	母親[ははおや]	A: []似ですね。<br>B: よく言われます。	母親	mother	[2]
取り敢えず	取[と]り敢[あ]えず	A: []ビールで。<br>B: 私も。	取り敢えず	for the time being	[3]
ところが	ところが	A: 行く予定でした。[]、風邪を引きました。<br>B: 残念ですね。	ところが	however	[2]
目的	目的[もくてき]	A: 旅行の[]は何ですか。<br>B: 観光です。	目的	purpose	[2]
様々	様々[さまざま]	A: []な意見があります。<br>B: 面白いですね。	様々	various/all kinds	[2]
答える	答[こた]える	A: 質問に[]てください。<br>B: はい。	答える	answer/respond	[2]
過ごす	過[す]ごす	A: 休日はどう[]しましたか。<br>B: 家で寝ていました。	過ごす	spend/live	[2]
上がる	上[あ]がる	A: 階段を[]ります。<br>B: エレベーターがいいな。	上がる	go up/rise	[1]
一方	一方[いっぽう]	A: 父は厳しい。[]母は優しい。<br>B: バランスがいいですね。	一方	one side	[2]
心配	心配[しんぱい]	A: 親に[]をかけました。<br>B: 親孝行しましょう。	心配	anxious/worried	[2]
それでも	それでも	A: 雨です。[]行きますか。<br>B: はい。	それでも	but/still	[2]
イメージ	イメージ	A: 日本の[]はどうですか。<br>B: 安全な国です。	イメージ	image	[2]
笑い	笑[わら]い	A: []が絶えない家庭です。<br>B: 幸せですね。	笑い	laugh/laughter	[2]
午後	午後[ごご]	A: []から雨でしょう。<br>B: 傘がいりますね。	午後	afternoon	[2]
動く	動[うご]く	A: 車が[]きません。<br>B: 故障ですか。	動く	move/work	[1]
主人	主人[しゅじん]	A: ご[]は在宅ですか。<br>B: 今、出かけています。	主人	master/husband	[2]
加える	加[くわ]える	A: 塩を少々[]ます。<br>B: おいしくなりますね。	加える	add/include	[2]
困る	困[こま]る	A: 返事に[]ります。<br>B: 無理しなくていいですよ。	困る	have difficulty/trouble	[1]
取れる	取[と]れる	A: ボタンが[]ました。<br>B: 付け直しましょう。	取れる	come off/be removed	[1]
環境	環境[かんきょう]	A: []を守りましょう。<br>B: 大切ですね。	環境	environment	[2]
対応	対応[たいおう]	A: 丁寧な[]でした。<br>B: 良い店ですね。	対応	correspondence	[2]
比べる	比[くら]べる	A: 去年の成績と[]てどうですか。<br>B: 上がりました。	比べる	compare/contrast	[2]
高校	高校[こうこう]	A: []時代の友達です。<br>B: 仲がいいですね。	高校	high school	[2]
